salary,commission,age,gender,marital,elevel,car,zipcode,creditscore,hvalue,hyears,loan,group
23084,24219,79,f,k,4,19,0,644,0,17,396678,0
107715,0,78,f,k,4,19,5,776,399564,30,72318,1
119859,0,52,f,k,1,12,5,?,286261,1,3352,1
95708,0,62,f,m,3,17,8,362,768525,13,369026,0
34107,72715,40,f,m,1,19,1,482,67222,21,6505,1
51152,70576,59,m,k,4,5,6,658,472471,7,452108,0
140264,0,50,m,m,2,19,8,401,844843,25,216003,0
38388,31489,34,f,m,0,13,5,563,637669,27,297540,1
96315,0,60,m,d,3,13,3,748,272623,25,442604,1
93535,0,48,f,s,2,1,0,712,0,27,37022,0
127304,0,48,m,s,3,11,2,604,291884,24,317538,0
139322,0,23,f,s,2,18,1,672,67165,7,173326,0
?,46020,67,f,d,2,6,0,686,0,12,95507,1
48863,66558,77,m,s,0,5,0,419,?,22,421975,1
61071,26938,71,m,s,4,20,8,437,843753,12,362833,1
68562,72253,?,m,k,0,20,1,797,149280,1,?,1
119749,0,20,f,k,4,17,1,738,130043,22,201276,0
51780,67310,41,m,d,3,9,4,344,436684,11,202574,1
139670,0,66,f,d,1,5,9,687,607460,7,108444,1
79885,0,27,m,s,4,13,4,563,422605,24,256637,1
47550,?,47,f,m,4,20,3,367,397507,6,93386,1
143733,0,48,m,k,1,1,1,430,67688,18,?,1
40288,32483,68,f,k,0,11,6,652,337254,21,176888,0
66370,58223,42,f,s,1,2,5,498,387786,21,497867,1
68469,55725,33,m,k,3,16,7,402,518731,28,56962,0
64335,36454,44,m,k,0,5,7,425,679204,8,327006,0
62135,67280,45,f,d,0,13,4,494,208658,28,361219,1
80813,0,47,f,k,2,9,5,381,654998,14,370447,0
?,0,54,m,m,3,7,5,453,504630,26,357544,0
107041,0,64,m,k,0,8,9,321,1104514,24,379595,0
139368,0,52,m,s,0,9,1,310,77417,10,102129,1
69580,58433,49,m,d,4,7,1,818,97253,15,79861,0
144866,0,30,f,d,0,7,3,728,369401,4,52348,1
125543,0,69,f,k,2,5,3,711,352928,5,99062,1
87169,0,73,f,k,0,8,4,556,328322,27,38878,1
51286,65650,?,f,s,2,5,2,627,113902,24,478849,1
54767,71915,30,f,d,3,2,0,591,0,8,155004,1
102971,0,51,f,k,2,11,1,602,125164,11,?,0
144306,0,48,m,d,1,3,4,561,515289,10,430128,0
30290,74280,56,f,s,0,11,9,569,1311678,26,19931,0
53226,54124,77,f,d,3,11,0,583,0,6,400033,0
118468,0,27,m,m,1,3,8,839,1032518,7,454516,0
102488,0,35,m,s,4,13,8,537,992426,9,497521,1
111953,0,24,m,m,1,11,8,674,705721,20,322148,0
144672,0,53,f,k,4,19,5,364,652958,25,69377,1
140238,0,27,f,d,1,11,0,444,0,23,134715,1
122806,0,44,f,?,2,2,0,358,0,28,27249,0
52535,44061,51,?,d,1,18,3,847,238665,21,225661,1
33829,33000,72,m,s,4,17,0,690,0,23,103289,1
76690,0,41,m,k,0,13,4,637,500229,?,361739,0
149800,0,64,f,k,0,20,2,552,261432,16,50201,1
44598,69310,35,m,s,0,1,0,362,0,6,103808,1
53422,56414,68,m,k,3,12,1,449,120933,27,22876,1
130570,0,67,m,m,0,15,6,674,382812,3,184912,0
22582,55398,31,f,k,4,12,7,374,422847,19,482889,0
73264,16406,34,f,d,2,15,5,319,629784,11,379729,0
44737,42285,54,m,k,0,7,0,361,0,20,163280,0
65701,59848,62,f,d,0,19,3,716,265410,21,136724,1
111753,0,79,m,s,1,11,0,320,0,13,322887,1
134033,0,33,m,k,4,15,2,571,240886,10,76156,0
26409,28436,76,f,k,2,?,0,356,0,16,455816,1
90670,0,45,m,d,1,4,1,594,148977,20,222315,1
118270,0,54,m,d,3,11,7,574,1049607,13,96090,0
84648,0,53,f,d,4,8,7,463,355221,26,370826,0
116564,0,43,f,?,1,20,7,320,531193,6,362095,1
127467,0,71,f,s,3,4,7,381,926370,7,388602,0
70442,29434,75,m,k,4,6,7,586,573997,30,71543,1
134973,0,24,m,d,0,6,4,396,210345,25,279493,0
51757,20758,56,f,d,4,19,1,758,101060,23,351949,0
93689,0,54,f,s,3,12,9,842,1038237,2,150216,0
47959,60229,23,m,k,4,2,8,768,543474,21,206010,0
60242,26637,80,f,m,4,12,8,524,886145,?,365041,0
33328,54308,56,f,m,0,?,8,794,467296,18,64311,1
145432,0,44,m,m,4,14,4,799,485317,27,3480,0
82213,0,26,f,m,4,18,2,632,100641,17,280766,1
86691,0,44,m,s,1,6,7,623,569764,5,432539,0
109936,?,47,m,d,1,10,9,425,642458,7,485046,0
122251,0,72,m,d,2,16,9,390,1027773,23,359040,0
87853,0,34,m,s,4,4,6,376,866382,5,119682,1
135026,0,75,m,s,2,19,1,831,97877,27,389280,1
?,?,69,m,s,2,15,7,798,479756,1,329277,1
86691,0,75,f,k,2,4,4,592,251106,28,331564,0
85692,0,67,m,d,4,2,8,419,404561,27,280394,1
43581,27073,28,f,d,1,18,3,464,166419,19,309338,0
108320,0,48,f,m,0,3,8,781,1032185,3,412631,1
77990,0,22,m,m,4,3,5,373,317390,15,11306,1
50155,22132,61,f,s,1,18,5,809,738503,14,322117,1
81302,0,26,m,d,2,6,2,492,221778,5,443160,1
104503,0,71,f,s,4,5,9,415,1105759,4,478361,0
131450,0,39,f,k,0,8,5,515,579409,5,416382,0
38416,?,31,f,s,2,4,?,787,124414,3,11457,0
122392,0,39,m,m,2,18,7,773,790488,28,473181,0
101893,0,77,m,m,0,10,3,611,432670,18,281875,0
50592,70816,44,f,m,1,17,9,605,673748,8,248975,1
51213,23001,59,m,k,1,16,8,744,614503,27,38995,1
77772,0,48,m,s,3,7,7,379,771429,15,36754,0
111723,0,41,m,k,3,13,2,713,107344,25,398768,1
137072,0,32,m,k,2,13,5,380,528431,20,444296,0
80230,0,32,m,s,3,1,0,647,0,24,442996,1
98807,0,37,f,s,2,5,5,402,264798,3,468847,0
90553,0,28,m,s,4,12,1,829,78870,?,200045,1
94127,0,33,f,m,1,16,0,789,0,4,59487,1
26732,27818,71,f,d,4,9,8,410,685576,21,498123,0
135570,0,65,f,d,3,5,2,792,172461,10,101656,1
145164,0,72,m,m,0,10,8,490,1004689,23,220840,0
113232,0,39,m,m,2,1,2,462,189076,4,415967,0
54219,25829,54,m,d,1,11,7,839,493863,22,343780,1
132712,0,75,f,s,2,11,8,624,1003274,26,173281,1
149979,0,68,m,k,3,2,2,671,121770,17,151434,1
55490,58065,66,f,s,1,2,1,631,65391,16,34806,0
61674,41690,39,m,s,2,8,4,691,339814,3,359396,1
90376,0,51,m,s,4,11,0,740,0,5,369180,0
137838,0,61,f,k,4,5,4,372,383495,18,338357,1
82701,0,75,f,d,3,12,2,679,297832,13,419640,0
140131,0,50,f,k,0,1,9,430,605052,17,498210,0
145862,0,42,m,s,3,16,9,479,1312806,1,401133,0
109171,0,25,m,s,2,1,7,359,?,11,439810,1
142102,0,64,f,s,2,7,5,622,501820,21,311224,0
127243,0,38,f,s,3,5,2,503,262488,18,4937,0
89253,0,71,f,m,4,15,1,730,149323,22,343235,0
137923,0,56,m,m,1,1,6,417,439674,24,17249,0
66220,34497,31,m,s,0,3,0,321,?,21,16982,1
?,71656,68,m,m,1,6,8,393,448670,15,8097,1
50427,23511,34,m,d,3,17,2,741,210895,9,260720,1
33001,20834,70,m,k,2,3,9,374,708137,27,?,1
102052,0,71,m,s,4,9,3,734,374706,29,350901,1
101903,0,75,m,d,4,17,8,763,990590,28,271619,0
109668,0,30,m,m,0,15,9,594,735617,4,239409,0
26828,62406,60,f,k,3,13,2,819,297180,24,41112,1
136889,0,44,f,m,2,6,0,444,0,?,91631,0
22999,13834,40,m,s,0,9,6,579,374492,24,320303,0
36955,59583,73,f,k,2,2,4,556,590349,20,227994,0
98338,0,43,m,k,1,14,0,752,0,7,187755,1
79125,0,47,f,s,4,14,5,428,663139,22,418778,0
68548,13278,59,f,m,2,9,5,827,658380,22,77327,1
51263,34019,80,m,k,3,12,3,467,376002,3,?,1
57958,46092,80,f,d,3,3,7,571,877431,27,276408,0
36796,25996,79,f,s,1,14,8,680,1191687,7,35843,0
118739,0,43,f,k,2,7,6,675,372698,20,182808,1
49592,23361,22,f,k,4,19,7,795,887864,19,300078,1
49944,47406,41,m,d,0,1,9,767,1036804,6,430663,0
77172,0,38,m,s,0,18,5,688,352940,1,195024,1
117168,0,?,m,k,2,16,5,?,535379,14,487618,1
42056,29045,62,m,m,4,15,8,364,1137298,22,150160,1
136226,0,39,m,k,2,18,8,735,987895,16,318819,0
105842,0,36,?,m,1,14,5,820,324325,1,489486,0
141867,0,24,f,m,1,12,0,628,0,2,378464,0
48078,73364,31,m,s,1,4,4,682,250979,7,69836,1
86866,0,66,m,s,3,8,0,565,0,29,12308,1
?,0,78,m,m,2,?,8,821,673459,20,46130,1
89669,0,74,f,s,4,12,0,370,0,19,321668,0
142738,0,65,m,m,3,2,8,516,461684,26,456003,0
108005,0,21,f,m,2,2,5,722,503556,30,288044,0
101828,?,46,m,s,1,9,8,410,663958,25,428290,0
94049,0,53,m,k,3,15,8,536,1112685,16,417231,1
34839,44971,44,f,s,4,18,1,634,87044,16,336011,1
69974,45580,44,m,s,4,8,1,525,55299,17,276850,0
61882,64456,79,m,k,0,6,1,800,116556,17,302427,1
144994,0,52,m,d,1,12,4,633,272551,25,264569,0
55966,61780,39,m,m,4,8,3,374,255698,21,64444,1
46789,45606,32,f,d,4,10,5,684,535038,7,140783,1
107017,0,72,m,k,3,17,6,766,722216,18,144123,1
58327,53554,26,f,k,1,15,9,769,835621,30,469789,0
117911,0,34,m,d,1,6,6,740,370222,15,361235,0
40392,40735,33,m,m,2,18,7,355,994470,?,239760,0
42956,19378,?,m,s,4,6,5,636,576121,20,387454,1
136344,0,47,m,m,0,6,4,625,251002,13,19246,0
47132,57622,61,f,k,1,15,?,330,674101,3,449918,0
84810,0,29,f,s,1,4,3,739,250542,9,456819,0
42575,14724,61,m,s,1,20,6,?,756140,7,122274,1
124277,0,66,f,m,3,7,0,802,0,19,469996,0
146699,0,24,f,s,1,20,0,401,0,11,446792,0
47031,31118,80,m,d,0,14,9,636,1101066,23,9893,1
58832,63312,28,f,d,3,1,7,719,713306,23,479495,1
95816,0,62,f,d,0,19,6,475,315157,7,321067,0
146189,0,56,f,s,0,?,1,441,62686,30,301083,0
142310,0,61,m,k,3,10,0,342,0,30,21395,1
89083,0,21,f,s,0,2,9,689,483671,23,466530,1
78890,0,73,m,m,2,20,6,351,329109,3,161018,0
68419,19083,28,f,m,0,7,5,571,262467,15,6426,1
122448,0,60,f,k,0,16,0,501,0,2,?,1
121275,0,43,f,k,1,7,5,807,613098,6,20675,0
137942,0,22,m,d,1,4,4,507,415357,18,98523,0
88706,0,47,m,s,3,1,2,746,196498,2,44912,0
131789,0,35,m,s,2,1,1,417,81746,25,271103,1
36493,38982,62,f,k,4,10,9,658,?,2,186893,0
140850,0,62,?,s,2,2,7,310,620150,23,233906,1
42261,71801,53,m,s,4,19,1,774,64601,3,495307,0
75482,0,67,f,m,2,18,4,396,406411,26,43688,0
35849,47585,79,m,m,1,8,6,607,798326,27,271279,1
76718,0,42,f,?,3,4,0,588,0,5,356924,0
88642,0,77,f,d,4,11,6,634,426297,30,350566,0
146099,0,32,m,d,4,5,5,347,701540,8,245129,1
124804,0,42,m,d,3,7,9,733,817820,19,264873,0
128357,0,64,m,s,0,16,3,389,446429,28,126982,1
34062,19000,55,f,m,2,9,0,495,0,22,144443,0
?,0,30,f,m,2,19,3,547,431122,11,476884,0
40756,70560,36,m,m,4,10,1,742,55805,20,243222,0
46350,41677,57,m,m,1,7,4,786,455578,2,46021,0
110217,0,53,m,s,1,12,7,418,466482,12,441636,0
143474,0,78,f,d,2,12,9,708,501609,10,257114,1
105813,0,39,f,s,3,20,4,576,477879,12,34306,0
124851,0,73,m,s,0,11,8,813,820434,21,271585,1
120180,0,62,f,?,1,19,1,414,127339,16,196813,0
84281,0,58,f,d,4,9,5,431,583982,27,103021,1
22914,56179,27,m,d,1,12,6,?,705705,17,192469,0
135688,0,48,m,k,0,6,2,687,171753,20,91069,0
121813,0,45,m,m,2,18,9,314,734506,22,69068,1
126933,0,56,f,d,2,11,3,576,216128,9,493124,0
70143,43475,54,f,m,1,15,2,622,?,11,270755,1
71674,32414,27,m,m,3,6,2,747,171056,1,134361,1
73508,25896,29,?,m,3,12,0,562,0,2,260796,0
75812,0,26,f,m,3,18,8,632,644602,16,257736,1
136729,0,71,f,?,2,17,5,603,356505,26,165283,0
141964,0,20,m,s,1,13,6,509,550255,17,206373,1
83052,0,50,m,k,1,10,0,333,0,5,278842,1
80444,0,77,m,m,0,10,2,752,141970,5,340940,0
92306,0,33,f,k,4,10,0,?,0,24,316124,0
68322,73181,79,m,s,2,6,3,488,405915,7,243102,1
145869,0,?,m,s,0,4,2,447,155857,6,?,1
43513,46531,72,m,m,2,20,8,331,1079923,23,121267,1
92949,0,62,m,d,1,6,8,801,1099029,25,354532,0
70895,36565,52,f,k,4,8,?,662,488504,7,138590,1
31802,?,71,f,s,4,5,2,704,247637,5,352814,1
27976,62663,78,f,k,2,12,3,411,406489,7,73418,1
139677,0,68,f,s,?,9,9,774,697076,27,379228,0
48490,43112,43,m,m,1,10,3,340,437218,24,?,0
82043,0,72,m,k,0,9,4,662,499400,27,71373,0
20935,21975,22,f,s,2,13,0,579,0,19,30695,0
98949,0,42,m,s,2,9,2,614,273584,28,280602,0
54734,36492,28,f,d,3,9,8,662,777984,20,90393,1
144997,0,69,f,?,1,11,3,496,444734,21,477776,0
37049,67660,24,f,d,4,1,3,478,347205,17,370791,0
37678,48801,30,m,s,0,12,4,499,540144,19,332112,1
91157,0,55,m,d,0,17,8,762,688300,13,290968,1
34302,74720,77,m,s,0,2,?,392,463790,4,301824,1
141396,0,25,m,k,0,13,4,616,518216,?,291586,1
92729,0,53,f,d,2,17,9,471,949429,18,147650,1
86248,0,59,m,m,3,5,4,836,379783,25,252983,1
22413,40348,70,m,m,1,10,4,429,286089,27,100683,0
63777,69464,65,m,m,2,15,7,436,908907,30,114929,0
65299,67556,72,f,d,0,9,9,503,623943,9,16362,1
56659,15522,35,m,k,3,14,9,544,544143,1,496614,0
135261,0,24,m,d,0,17,8,772,932978,14,239573,0
58450,71241,52,m,s,0,6,5,586,388357,5,126450,0
72030,61933,31,m,m,2,1,1,685,67817,5,452696,1
142141,0,35,f,m,1,8,0,716,0,15,410632,0
85871,0,44,f,k,3,4,8,601,888042,5,436856,0
72009,43728,43,?,s,4,18,2,454,218635,26,374311,1
85812,0,36,f,s,1,7,2,849,157597,17,410286,0
21961,30731,61,m,s,4,19,2,427,217655,19,52114,1
48869,19213,46,f,k,2,13,4,408,598023,21,482054,0
67067,31397,78,f,s,0,?,4,796,500752,8,247392,1
29915,61070,34,f,k,1,1,5,699,436200,21,275471,0
94195,0,36,m,m,?,16,4,367,243878,27,122844,1
124354,0,23,f,d,1,?,2,402,147666,13,460893,0
79154,0,60,m,k,3,17,5,842,490667,1,267928,1
76679,0,?,f,d,4,17,3,610,188318,27,71546,1
77539,0,48,f,k,0,2,0,359,0,1,168701,0
134247,0,27,m,s,1,8,9,533,880387,?,42373,1
54573,52601,40,m,k,4,14,3,518,?,12,285452,0
136480,0,20,m,m,3,20,9,524,868550,10,457309,0
133018,0,75,m,k,0,5,1,412,56952,6,362867,0
40445,71592,64,m,d,2,16,9,498,871316,6,487771,0
132674,0,36,m,d,4,6,6,375,367358,2,190072,0
32906,42046,20,f,s,1,8,4,773,391624,14,493969,0
21766,74960,77,m,d,3,17,6,418,401462,5,198753,1
148036,0,77,f,d,1,2,6,617,331023,3,62302,1
113217,0,66,f,k,4,4,4,311,275523,4,297547,0
35739,56185,51,f,m,0,18,8,554,539486,28,217022,1
116744,0,58,m,d,2,5,5,302,321739,23,167909,0
140486,0,37,f,s,4,1,9,511,678182,17,72853,0
50795,51254,70,m,k,1,14,2,374,195634,24,39965,0
46568,71161,64,f,m,2,8,0,346,0,24,278870,0
94841,0,59,m,k,3,20,5,660,337772,29,286902,1
108697,0,67,m,k,?,11,3,725,325864,6,178217,1
97967,0,56,m,m,0,9,7,442,425413,9,48664,0
49619,54684,41,m,m,4,2,5,385,714589,30,100630,0
57127,22342,24,f,m,4,19,9,637,771962,10,176516,1
31075,67776,73,f,s,2,10,5,546,711926,29,75049,0
53012,12317,73,m,m,0,2,6,589,872937,21,186120,1
124496,0,72,m,s,1,1,1,541,?,26,303440,1
104918,0,72,f,s,0,16,1,441,94771,6,181921,1
119205,0,26,m,m,0,11,7,815,360630,5,337282,0
53066,71278,49,?,m,0,12,4,337,488496,3,322508,1
45900,71390,20,m,d,3,6,6,318,472937,13,100227,0
48027,29959,41,f,m,0,8,4,397,524307,21,337192,1
36455,?,52,m,d,1,9,0,388,0,17,381185,0
123885,0,22,m,k,0,1,7,691,765399,2,1855,1
144013,0,76,m,m,1,18,2,468,209947,?,352954,0
47826,59382,36,m,k,3,6,2,619,208064,8,173627,0
42174,65973,27,f,k,1,6,1,333,92183,16,298175,0
63236,37296,65,f,k,3,14,3,394,415758,23,217469,1
126958,0,?,f,s,0,9,8,462,418069,10,54550,0
75581,0,?,f,s,1,?,0,607,0,5,38413,0
43525,58374,22,m,s,3,3,8,806,816857,23,446153,0
28855,45368,31,f,k,1,9,9,661,791484,5,206155,0
78774,0,57,f,d,3,18,?,684,1108310,13,24390,1
42624,29633,45,f,d,2,19,8,833,504414,27,352586,0
24201,47479,?,f,s,0,12,5,623,?,23,?,1
119922,0,21,f,d,1,18,6,454,622805,21,?,0
84060,0,33,f,s,1,20,3,676,337791,13,?,0
64695,71832,66,f,m,3,16,?,595,612318,13,474789,0
138730,0,76,m,k,0,9,6,598,775571,19,128375,0
73316,42272,69,m,m,0,18,?,363,257782,14,399785,1
111894,0,33,m,s,2,12,9,527,734049,16,34771,1
95788,0,44,f,m,2,17,4,704,593397,2,92852,1
63983,29252,70,m,k,4,11,0,741,0,2,2135,1
52775,35767,80,f,s,1,12,5,414,561052,15,380166,1
55450,32985,69,m,s,3,18,4,811,434195,25,121319,1
145145,0,74,m,s,0,15,7,751,867467,28,477639,1
78890,0,66,?,d,0,12,6,601,485159,10,229371,0
146671,0,42,m,s,3,11,5,632,640586,18,388120,0
56988,57221,23,m,m,1,7,5,661,514074,12,82279,1
108824,0,27,m,s,0,13,8,575,772854,9,410213,1
67202,40477,66,f,m,1,9,3,822,423096,30,473911,0
131999,0,28,f,s,4,12,4,704,465666,14,296735,1
126745,0,60,f,m,1,?,5,587,564155,7,173065,0
107948,0,23,f,k,4,13,4,715,416340,24,395255,0
74648,?,53,m,m,0,8,0,418,0,1,?,0
125506,0,61,m,k,2,4,6,628,721140,6,?,1
116144,0,44,m,k,2,10,9,842,520630,6,319451,1
95108,0,63,m,k,0,8,5,472,560885,?,107559,0
30027,65082,46,f,k,0,1,8,470,767787,13,384309,0
120744,0,74,m,k,2,2,3,542,?,3,204650,1
76332,0,37,m,d,3,6,0,674,0,8,35800,1
51489,57119,47,f,d,4,6,6,371,552031,26,93876,1
119902,0,38,m,d,1,16,7,386,580907,20,145658,0
88032,0,25,f,m,3,1,7,746,764849,9,351189,1
38682,22294,39,f,d,0,14,2,839,227254,11,400343,0
122611,0,23,m,m,2,5,4,710,343105,25,368121,0
113330,0,33,m,k,0,14,5,646,404856,1,271835,1
111349,0,62,m,d,0,17,4,442,290442,19,471985,0
90630,0,32,m,d,4,5,8,419,1015924,13,409708,1
127256,0,62,m,m,4,18,4,491,253587,?,492869,0
121936,0,59,f,d,4,8,8,679,595481,11,330211,0
123620,0,68,m,k,4,6,2,475,211056,22,396223,1
45423,65318,?,f,m,4,8,4,777,340648,?,287077,0
53736,60734,71,m,s,2,16,6,763,454251,26,355607,1
69972,17084,62,m,s,3,?,4,712,594558,10,377742,0
33719,60548,37,m,d,?,17,4,738,475011,3,107969,1
78135,0,?,f,m,4,14,9,546,?,17,224619,1
36604,30462,22,f,s,4,18,2,423,145478,14,291571,1
110111,0,22,f,m,3,6,6,418,469159,11,84790,0
39966,28454,76,f,d,2,8,2,393,154417,16,354893,0
99607,0,66,f,s,3,11,3,389,225406,23,283414,1
100846,0,44,f,k,2,13,3,703,306611,2,177555,0
119365,0,70,f,s,1,9,6,351,465490,11,169223,1
?,0,32,f,s,1,7,1,477,107142,15,168911,0
67075,25863,75,f,s,3,6,7,478,980556,14,205245,0
?,69990,46,m,k,4,18,7,815,928289,24,196352,0
74110,?,27,m,s,1,16,7,520,692293,10,57979,1
?,0,50,m,s,3,4,3,574,299930,5,60205,0
70082,52463,43,m,d,0,12,9,378,654261,10,71705,0
101296,0,44,f,k,1,14,4,394,506475,1,99672,1
63578,10869,33,m,m,0,8,8,507,836014,26,376656,1
?,25180,26,f,s,4,6,9,731,1330926,9,442244,0
50902,49010,45,m,k,1,5,4,824,333467,26,173374,1
126391,0,66,f,m,3,?,4,431,255988,9,67888,0
128055,0,68,m,s,0,3,9,756,1261238,25,311342,1
29677,72478,22,m,k,0,14,2,483,184424,29,357727,1
114608,0,52,m,m,2,14,9,539,1206280,27,15692,1
102126,0,69,m,m,4,14,2,510,101037,21,423277,0
110828,0,60,m,k,1,20,0,752,0,6,307731,0
104290,0,47,f,d,4,7,1,616,112127,7,127589,1
52121,15695,35,f,m,3,18,7,525,995478,26,479356,1
46304,47523,47,m,k,4,7,6,395,891932,9,70892,0
49713,55878,62,m,d,1,12,4,360,545944,1,343633,1
111110,0,27,f,m,4,19,8,391,598503,11,26427,0
73535,58005,37,m,m,0,13,4,352,346940,8,461652,1
129149,0,49,m,k,0,1,2,437,286837,13,444213,0
58994,69730,28,m,k,0,16,1,359,80875,24,110990,1
80509,0,65,f,k,4,9,9,415,926645,30,447038,0
